size,count,type,redop,root,time,algbw,busbw,#wrong,time,algbw,busbw,#wrong
2048,512,float,sum,-1,27.89,0.07,0.13,0,27.69,0.07,0.13,0
4096,1024,float,sum,-1,30.99,0.13,0.23,0,30.24,0.14,0.24,0
8192,2048,float,sum,-1,31.12,0.26,0.46,0,30.47,0.27,0.47,0
16384,4096,float,sum,-1,31.56,0.52,0.91,0,31.03,0.53,0.92,0
32768,8192,float,sum,-1,34.04,0.96,1.68,0,33.15,0.99,1.73,0
65536,16384,float,sum,-1,62.37,1.05,1.84,0,62.21,1.05,1.84,0
131072,32768,float,sum,-1,65.82,1.99,3.48,0,66.32,1.98,3.46,0
262144,65536,float,sum,-1,97.94,2.68,4.68,0,98.54,2.66,4.66,0
524288,131072,float,sum,-1,172.3,3.04,5.32,0,171.3,3.06,5.36,0
1048576,262144,float,sum,-1,257.4,4.07,7.13,0,256.8,4.08,7.14,0
2097152,524288,float,sum,-1,136.7,15.34,26.85,0,134.9,15.54,27.20,0
4194304,1048576,float,sum,-1,209.5,20.02,35.03,0,204.7,20.49,35.85,0
8388608,2097152,float,sum,-1,334.4,25.09,43.90,0,339.5,24.71,43.24,0
16777216,4194304,float,sum,-1,558.1,30.06,52.61,0,570.3,29.42,51.48,0
33554432,8388608,float,sum,-1,866.3,38.73,67.78,0,861.7,38.94,68.15,0
67108864,16777216,float,sum,-1,1483.3,45.24,79.17,0,1477.5,45.42,79.49,0
134217728,33554432,float,sum,-1,2337.2,57.43,100.50,0,2362.2,56.82,99.43,0
268435456,67108864,float,sum,-1,3845.9,69.80,122.15,0,3777.8,71.06,124.35,0
536870912,134217728,float,sum,-1,6678.1,80.39,140.69,0,6743.7,79.61,139.32,0
1073741824,268435456,float,sum,-1,12510,85.83,150.20,0,12476,86.06,150.61,0
2147483648,536870912,float,sum,-1,24156,88.90,155.58,0,24063,89.24,156.18,0
4294967296,1073741824,float,sum,-1,47328,90.75,158.81,0,47318,90.77,158.85,0
8,2,float,sum,-1,16.14,0.00,0.00,0,15.26,0.00,0.00,0
16,4,float,sum,-1,16.94,0.00,0.00,0,15.25,0.00,0.00,0
32,8,float,sum,-1,15.18,0.00,0.00,0,15.16,0.00,0.00,0
64,16,float,sum,-1,16.67,0.00,0.01,0,16.61,0.00,0.01,0
128,32,float,sum,-1,25.45,0.01,0.01,0,25.29,0.01,0.01,0
256,64,float,sum,-1,25.78,0.01,0.02,0,25.44,0.01,0.02,0
512,128,float,sum,-1,26.08,0.02,0.03,0,26.01,0.02,0.03,0
1024,256,float,sum,-1,26.86,0.04,0.07,0,26.53,0.04,0.07,0
2048,512,float,sum,-1,28.11,0.07,0.13,0,27.79,0.07,0.13,0
4096,1024,float,sum,-1,30.52,0.13,0.23,0,30.16,0.14,0.24,0
8192,2048,float,sum,-1,31.08,0.26,0.46,0,30.19,0.27,0.47,0
16384,4096,float,sum,-1,31.74,0.52,0.90,0,30.93,0.53,0.93,0
32768,8192,float,sum,-1,33.91,0.97,1.69,0,33.65,0.97,1.70,0
65536,16384,float,sum,-1,61.79,1.06,1.86,0,61.64,1.06,1.86,0
131072,32768,float,sum,-1,66.16,1.98,3.47,0,65.64,2.00,3.49,0
262144,65536,float,sum,-1,98.40,2.66,4.66,0,97.39,2.69,4.71,0
524288,131072,float,sum,-1,172.1,3.05,5.33,0,170.8,3.07,5.37,0
1048576,262144,float,sum,-1,257.3,4.07,7.13,0,254.7,4.12,7.21,0
2097152,524288,float,sum,-1,139.4,15.05,26.33,0,137.6,15.24,26.67,0
4194304,1048576,float,sum,-1,218.1,19.23,33.65,0,223.2,18.79,32.88,0
8388608,2097152,float,sum,-1,358.7,23.39,40.93,0,346.7,24.19,42.34,0
